id,note,url,bill_id
dd9fad76-6246-424a-a037-264f1e8dd537,,https://congress.gov/bill/119th-congress/senate-bill/392,ocd-bill/481d3e06-59d0-4d1c-8392-a03752998039
084b3d9f-66b2-42bb-8d32-4959da1b9816,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s392.xml,ocd-bill/481d3e06-59d0-4d1c-8392-a03752998039
13621658-8d97-4ba3-b1af-ca521726f6f3,,https://congress.gov/bill/119th-congress/house-bill/1595,ocd-bill/8fbd3dca-79db-4219-8adb-3269a8ae3e53
797ad8aa-04d8-410d-a718-ba37a00aadd5,,https://congress.gov/bill/119th-congress/house-bill/1639,ocd-bill/0cfa368d-18b9-4778-abaa-9d7d329a0386
abaa7953-6f2d-4bc6-a603-0d83f54add9e,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr1639.xml,ocd-bill/0cfa368d-18b9-4778-abaa-9d7d329a0386
92f0f05b-61e2-4063-8172-391bb0f7e4f5,,https://congress.gov/bill/119th-congress/house-bill/1593,ocd-bill/8b015b9a-51f4-4f04-a8d1-e4ae137cc1d4
726c8e4f-e05f-42ae-b4f3-ea21e5d503d6,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr1593.xml,ocd-bill/8b015b9a-51f4-4f04-a8d1-e4ae137cc1d4
5b415d1b-442a-4a2a-94a1-a9923843e719,,https://congress.gov/bill/119th-congress/house-bill/1602,ocd-bill/d5837e7f-e343-4c2a-9488-479c6a157c7d
8ed9123a-e51b-4e79-9ed2-70b72fa2f007,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr1602.xml,ocd-bill/d5837e7f-e343-4c2a-9488-479c6a157c7d
3a7bd19e-dc9c-46eb-b618-cb992c7b13d1,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr1595.xml,ocd-bill/8fbd3dca-79db-4219-8adb-3269a8ae3e53
3953066e-b9f4-463d-9a70-e68cb891b3de,,https://congress.gov/bill/119th-congress/house-resolution/227,ocd-bill/ce7930ad-bd4e-45ed-978f-9022b31e75ca
1f922787-0e78-452f-a5bb-7a0b3b2f9b22,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hres/BILLSTATUS-119hres227.xml,ocd-bill/ce7930ad-bd4e-45ed-978f-9022b31e75ca
e0e3dc48-2f02-4697-8857-2979c8d779e9,,https://congress.gov/bill/119th-congress/house-resolution/231,ocd-bill/3a77be9b-56c3-4d36-8c2f-8c8af6e1f937
835b332a-6a6d-44d7-86cd-e313b55bf200,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hres/BILLSTATUS-119hres231.xml,ocd-bill/3a77be9b-56c3-4d36-8c2f-8c8af6e1f937
ebba81b7-5b56-4693-a1c9-85db3c41baeb,,https://congress.gov/bill/119th-congress/house-bill/854,ocd-bill/bef6e6da-aaba-4e15-a6a5-9ec3dfbb4222
a31629f4-3934-4aa3-b1f2-0611c230d77f,,https://congress.gov/bill/119th-congress/house-bill/216,ocd-bill/ec8e0e1a-ac02-4535-a5ce-801a0926b5c7
e46f728c-37c8-4b88-9fc9-db4f26e4ebf6,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr216.xml,ocd-bill/ec8e0e1a-ac02-4535-a5ce-801a0926b5c7
f0c2ebd3-c554-4f03-8b45-3705ca2ae52c,,https://congress.gov/bill/119th-congress/house-resolution/42,ocd-bill/6e3fec24-9f04-4c7c-9423-b44f972bab82
66831e59-7f6c-42d3-976d-d49331c908ec,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hres/BILLSTATUS-119hres42.xml,ocd-bill/6e3fec24-9f04-4c7c-9423-b44f972bab82
3bf527b7-a07f-4bb5-8b0e-0146f96ef17b,,https://congress.gov/bill/119th-congress/senate-bill/792,ocd-bill/030c73e7-b1ab-427a-9701-f7ceb3517d71
93ddfc3c-8dc9-4bc3-af09-95a6e52242ca,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s792.xml,ocd-bill/030c73e7-b1ab-427a-9701-f7ceb3517d71
40ac08a5-6417-47d4-b105-15cbabf5ebc7,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr854.xml,ocd-bill/bef6e6da-aaba-4e15-a6a5-9ec3dfbb4222
7455ef81-1a8d-458a-8b76-79ff2e5bce42,,https://congress.gov/bill/119th-congress/senate-bill/705,ocd-bill/a339c277-7efb-4a10-98c8-50f9899d5e9e
02efdaac-39ea-4187-be16-c666374bc5f1,,https://congress.gov/bill/119th-congress/senate-resolution/97,ocd-bill/7978fede-f921-4e2f-9f88-cbad41646edd
fe90cc56-3b9c-4848-a64b-c595e654a5a3,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/sres/BILLSTATUS-119sres97.xml,ocd-bill/7978fede-f921-4e2f-9f88-cbad41646edd
16aff12e-288e-494d-a247-778486001b33,,https://congress.gov/bill/119th-congress/senate-bill/721,ocd-bill/70b49080-123e-476c-8b73-31b8262bef39
1e57c2e4-a352-419d-9743-fd5058fa2b01,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s721.xml,ocd-bill/70b49080-123e-476c-8b73-31b8262bef39
e3fcc06d-bb66-41cc-8d11-8eea6866a00a,,https://congress.gov/bill/119th-congress/senate-bill/727,ocd-bill/9b83c151-e168-4adf-8784-3e7472328707
a222e426-d1f4-4aaa-9a9b-097c07ce1a73,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s727.xml,ocd-bill/9b83c151-e168-4adf-8784-3e7472328707
6a8312a8-48e9-4f2b-a939-abd1470518a1,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s705.xml,ocd-bill/a339c277-7efb-4a10-98c8-50f9899d5e9e
2f4032f3-c412-4403-b490-5ab0bbe75c66,,https://congress.gov/bill/119th-congress/senate-bill/724,ocd-bill/cbe7e4a3-b6bc-43fa-810f-04ea7eb86208
4cc7b7ed-0b76-42cf-a6e3-7717252c31c8,,https://congress.gov/bill/119th-congress/senate-bill/718,ocd-bill/8865ccd5-09f1-4405-90a2-fdbad26f042c
94cb952a-2659-4d07-8b67-f67ebc7bac37,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s718.xml,ocd-bill/8865ccd5-09f1-4405-90a2-fdbad26f042c
5c0eb58f-1def-4553-86b0-a78bcdb8a002,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s724.xml,ocd-bill/cbe7e4a3-b6bc-43fa-810f-04ea7eb86208
dfac906a-234d-4123-ba15-85650219bff5,,https://congress.gov/bill/119th-congress/senate-bill/730,ocd-bill/868f1d85-6e6e-41e9-b4a3-a76e5715a6bf
301f5977-975a-47cc-be9f-344c48db6e2d,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s730.xml,ocd-bill/868f1d85-6e6e-41e9-b4a3-a76e5715a6bf
6e681c77-f740-46d6-ad1a-ad2920dff7cf,,https://congress.gov/bill/119th-congress/senate-bill/220,ocd-bill/15585f19-6d64-4f54-8286-db8532020cf9
6e40597d-3883-44cf-b457-ae3e28db6c2a,,https://congress.gov/bill/119th-congress/senate-bill/711,ocd-bill/28764423-5cde-49d6-83e2-278d50560f83
50c16c42-f5ea-447d-bc7d-c9af225e8ecb,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s711.xml,ocd-bill/28764423-5cde-49d6-83e2-278d50560f83
a0db4f88-2581-45ee-bcef-67210dbaf9fa,,https://congress.gov/bill/119th-congress/house-bill/1620,ocd-bill/38dafc5b-9506-4651-aa7a-c285569191d5
db94d6eb-cb6d-4f86-b3a0-ceaa45791a66,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr1620.xml,ocd-bill/38dafc5b-9506-4651-aa7a-c285569191d5
eab7fb0c-bdde-42ce-8bb8-cf0c486f04ce,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s220.xml,ocd-bill/15585f19-6d64-4f54-8286-db8532020cf9
37ec7288-d052-4733-a654-4007d4f9b3ff,,https://congress.gov/bill/119th-congress/house-bill/1535,ocd-bill/343cdab7-6c48-48ea-b60c-e0da96d5aaab
20326f80-cf66-4d0e-a49c-55443a0b5aa9,,https://congress.gov/bill/119th-congress/house-bill/1582,ocd-bill/3789a0ac-81e4-4cd4-bf9a-ea49b2f2a9ad
15404c0c-9082-44a0-84f0-3943649344f6,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr1582.xml,ocd-bill/3789a0ac-81e4-4cd4-bf9a-ea49b2f2a9ad
993d9127-392f-462a-9f1e-923c56cfedcd,,https://congress.gov/bill/119th-congress/house-bill/1553,ocd-bill/a2bfe2f6-3bae-4401-93a6-491923c3df1d
6b856068-34f6-4d27-8333-ebce607764f4,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr1553.xml,ocd-bill/a2bfe2f6-3bae-4401-93a6-491923c3df1d
1f2c79e6-467b-4df0-8e64-c68085282241,,https://congress.gov/bill/119th-congress/house-bill/1571,ocd-bill/ccf0f16c-6973-404b-a156-c265571c325a
2b43d4d5-fa0f-43b3-926d-b2b954669ad3,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr1571.xml,ocd-bill/ccf0f16c-6973-404b-a156-c265571c325a
e12af96f-a8c2-4917-8c0d-4b35015eabf5,,https://congress.gov/bill/119th-congress/house-bill/1583,ocd-bill/9deee814-f763-41fd-8bf4-34439c83e63f
2686bc47-0f29-4a3f-b658-8a46948e3245,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr1583.xml,ocd-bill/9deee814-f763-41fd-8bf4-34439c83e63f
76f41ef4-b0b5-4b81-8013-9eba8e641c3b,,https://congress.gov/bill/119th-congress/house-bill/1556,ocd-bill/906c58e1-f1d7-4607-ad54-d67503183f6d
1bda857a-fa07-4870-b98a-1336804fb0e2,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr1556.xml,ocd-bill/906c58e1-f1d7-4607-ad54-d67503183f6d
27d5beb5-4bdb-4596-ae90-a65ba75c5990,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr1535.xml,ocd-bill/343cdab7-6c48-48ea-b60c-e0da96d5aaab
0bc50c4a-482b-4ecb-b520-a7afcd05758b,,https://congress.gov/bill/119th-congress/house-resolution/165,ocd-bill/196e77df-32c9-4b37-82de-2d15754a4f8c
3f2ca22e-287d-491d-b9a9-7e31717bce36,,https://congress.gov/bill/119th-congress/house-bill/1587,ocd-bill/5bcde502-2ad3-436d-a825-e6f16305ed73
d8f0ee6a-9319-4aeb-a865-698da91b6c17,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr1587.xml,ocd-bill/5bcde502-2ad3-436d-a825-e6f16305ed73
c8990564-2276-431a-9ee2-85be2691e8f9,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hres/BILLSTATUS-119hres165.xml,ocd-bill/196e77df-32c9-4b37-82de-2d15754a4f8c
6f462f1a-efc9-41fd-b278-395e3da1fb6d,,https://congress.gov/bill/119th-congress/senate-bill/739,ocd-bill/06eebc43-2b57-496d-a924-7b9d428e6c4e
5c1006de-f595-4db8-8158-b65b445e43af,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s739.xml,ocd-bill/06eebc43-2b57-496d-a924-7b9d428e6c4e
85a79f5d-0b3c-4520-af98-4f7911df876d,,https://congress.gov/bill/119th-congress/senate-bill/755,ocd-bill/6e956964-6cf3-4d6c-a71d-a8339c21d700
f0ff463c-7e4f-4873-82fa-eb1f93da4661,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s755.xml,ocd-bill/6e956964-6cf3-4d6c-a71d-a8339c21d700
dd30b10c-4995-4157-a9d9-ff71f731e71c,,https://congress.gov/bill/119th-congress/senate-bill/747,ocd-bill/ae544282-ba4e-456c-ac80-7d738d219298
59bfefd2-49b7-4688-bbce-2b9043eaf627,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s747.xml,ocd-bill/ae544282-ba4e-456c-ac80-7d738d219298
6600023b-fa47-4500-85c0-fc0b887f091b,,https://congress.gov/bill/119th-congress/house-bill/811,ocd-bill/220f2db9-ef71-45f1-88db-67bc66669867
cf51ad1a-0052-49bf-a969-b66913c812c2,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr811.xml,ocd-bill/220f2db9-ef71-45f1-88db-67bc66669867
1d78870b-03e0-40aa-8cbd-ff3509c108b2,,https://congress.gov/bill/119th-congress/senate-bill/743,ocd-bill/eb5aa4d3-25b5-438a-9135-83734609919a
03b279b1-b53f-4dfb-9f66-2abe7d48c249,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s743.xml,ocd-bill/eb5aa4d3-25b5-438a-9135-83734609919a
2e62800e-ebe2-46e3-8b87-67a595bcde39,,https://congress.gov/bill/119th-congress/senate-bill/675,ocd-bill/62dc0e88-2677-4d21-969f-eb4c6ea69f28
8b3c7fb6-268e-4f69-bea0-d995992b989e,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s675.xml,ocd-bill/62dc0e88-2677-4d21-969f-eb4c6ea69f28
1e7334c6-5641-4f1d-9ad2-f6cb39ecf56a,,https://congress.gov/bill/119th-congress/senate-bill/648,ocd-bill/bc60fe14-f07b-43e6-ab8a-7f0c1008355a
71fadee4-5b56-4244-8a85-8dff88bb36be,,https://congress.gov/bill/119th-congress/senate-bill/303,ocd-bill/0bfe7f0e-af53-48b4-be96-1327be726bcc
7c37b446-d582-4376-b3b8-7c69d17410a8,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s303.xml,ocd-bill/0bfe7f0e-af53-48b4-be96-1327be726bcc
4fce9d49-9448-465d-a352-0be6f538455f,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s648.xml,ocd-bill/bc60fe14-f07b-43e6-ab8a-7f0c1008355a
3751a375-6954-4155-b040-b6d7aa1ab447,,https://congress.gov/bill/119th-congress/senate-bill/662,ocd-bill/9208360a-51e7-441f-9440-b8709dc2553f
7e00b6ab-baa2-4cb2-9e78-c1f5bc518b41,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s662.xml,ocd-bill/9208360a-51e7-441f-9440-b8709dc2553f
5cc18e16-39e6-404d-9c1a-89949d8e54b9,,https://congress.gov/bill/119th-congress/senate-bill/664,ocd-bill/f79dc2f9-b719-4143-a63e-781908ded6f0
abd32ef2-a9cc-4f2e-a53f-cc05074587ae,,https://congress.gov/bill/119th-congress/senate-bill/646,ocd-bill/9a8805cf-32cf-45ab-8a6a-dd5b59f6dd05
ba7c5f20-304b-46aa-8389-8b8c734c0c94,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s646.xml,ocd-bill/9a8805cf-32cf-45ab-8a6a-dd5b59f6dd05
92307039-1618-424b-85c9-414ebf0212dc,,https://congress.gov/bill/119th-congress/senate-bill/669,ocd-bill/658a525b-5dbb-40c3-8280-f2bc9995b811
90e7754a-43ad-4d6d-80e2-0c2cf65281cb,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s669.xml,ocd-bill/658a525b-5dbb-40c3-8280-f2bc9995b811
b014fcc5-fad1-4abd-bee6-97db9e2f2c32,,https://congress.gov/bill/119th-congress/house-bill/561,ocd-bill/ede0009b-1e2a-4278-8cc5-43c4c609713b
c4463ae4-b383-4e7c-bed3-5cf1b8ef3fd5,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr561.xml,ocd-bill/ede0009b-1e2a-4278-8cc5-43c4c609713b
d35143a6-5a6d-4a6e-9224-2992b198f214,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s664.xml,ocd-bill/f79dc2f9-b719-4143-a63e-781908ded6f0
b2a834f6-04e4-495e-b9d5-b9d480722577,,https://congress.gov/bill/119th-congress/senate-bill/657,ocd-bill/684f5701-16d9-43be-83c7-4062f6ad1110
d249fae4-b336-4629-b850-7a4d86b2730c,,https://congress.gov/bill/119th-congress/senate-bill/666,ocd-bill/1f991453-716a-4140-85b8-84c7708da0b9
a9d0d486-88a3-4e66-99cf-66d43b378b1f,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s666.xml,ocd-bill/1f991453-716a-4140-85b8-84c7708da0b9
383372d4-070e-4e2b-b9fe-8c75b576bb39,,https://congress.gov/bill/119th-congress/senate-bill/681,ocd-bill/727a12c6-2904-4da5-bb8c-c5b6b780e8e4
f6046fc9-c21b-4b82-9479-7c544ed88655,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s681.xml,ocd-bill/727a12c6-2904-4da5-bb8c-c5b6b780e8e4
cabdff6c-5748-4437-9edf-833c74ed9f8e,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s657.xml,ocd-bill/684f5701-16d9-43be-83c7-4062f6ad1110
16c3566d-cf8f-4d01-ba48-fa81e2ded5e3,,https://congress.gov/bill/119th-congress/senate-bill/651,ocd-bill/f7c85fc1-d314-45db-855d-4a29bf41e1fd
420c51e3-0c63-48db-a9cb-5e9b24830912,,https://congress.gov/bill/119th-congress/senate-bill/652,ocd-bill/640e5700-5a31-48cc-954b-5059cd3eb069
596c62cf-2ee7-4d43-b923-4edd7f575617,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s652.xml,ocd-bill/640e5700-5a31-48cc-954b-5059cd3eb069
ff449409-2313-43e6-b741-6fff2090f9b5,,https://congress.gov/bill/119th-congress/senate-bill/670,ocd-bill/c92078a2-bbe3-47fe-b8a2-03834074a916
3f19165e-a864-4e7f-86c1-597b1b85ac65,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s670.xml,ocd-bill/c92078a2-bbe3-47fe-b8a2-03834074a916
732e53ee-460e-4bea-a2cd-04ccb7b7f422,,https://congress.gov/bill/119th-congress/senate-bill/650,ocd-bill/70a8c22d-3039-41be-aed1-6b75a03a91e5
2bfda21f-8be1-4fa9-9e6b-9a91458ab0d5,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s650.xml,ocd-bill/70a8c22d-3039-41be-aed1-6b75a03a91e5
47ff6d3c-7cdf-494e-90f0-fc84e3abc8bd,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/s/BILLSTATUS-119s651.xml,ocd-bill/f7c85fc1-d314-45db-855d-4a29bf41e1fd
e5167de9-979c-40d4-8e48-ea46d4c266e0,,https://congress.gov/bill/119th-congress/house-bill/2239,ocd-bill/e1dc7626-80c1-4e92-b3f5-39f3621ce64a
ca72263d-d125-412a-a3cc-398c6a32c17f,,https://congress.gov/bill/119th-congress/house-bill/2220,ocd-bill/c8f24a1e-0956-4411-9ae7-cabf38c8cb42
2bc73689-75c0-4324-b82a-2aeeb5218a82,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr2220.xml,ocd-bill/c8f24a1e-0956-4411-9ae7-cabf38c8cb42
b8101b46-e709-4674-9f27-dd0f9f7affe2,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr2239.xml,ocd-bill/e1dc7626-80c1-4e92-b3f5-39f3621ce64a
896a2cc6-34e3-4670-a048-969af70722a8,,https://congress.gov/bill/119th-congress/house-bill/2196,ocd-bill/26c91471-4d92-4c06-a621-acab4dcdb134
efdbc7f4-d8d1-4508-88af-b979286137ed,,https://congress.gov/bill/119th-congress/house-bill/2169,ocd-bill/1aa8d10f-d609-493a-9217-da71c136cbe5
bb0b0543-e293-49de-b0f2-27b1dd57a465,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr2169.xml,ocd-bill/1aa8d10f-d609-493a-9217-da71c136cbe5
7aab418b-fb82-4380-857d-c3a69dd69f67,,https://congress.gov/bill/119th-congress/house-bill/2214,ocd-bill/62b09776-f2a0-4a8a-bea0-374a2753747e
d84243e5-0a67-40f9-8adc-6e03f2b90be1,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr2214.xml,ocd-bill/62b09776-f2a0-4a8a-bea0-374a2753747e
ebbf6222-8f9b-48c3-8cab-05731c0d6301,,https://congress.gov/bill/119th-congress/house-bill/2186,ocd-bill/01f62b93-2bd0-44bd-98ca-9e6de9fcedc9
de34d5de-299b-4b78-8324-23aebd5a72f3,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr2186.xml,ocd-bill/01f62b93-2bd0-44bd-98ca-9e6de9fcedc9
a7df7a75-69bf-47da-a74c-4c336026aeb3,,https://congress.gov/bill/119th-congress/house-bill/2213,ocd-bill/47bd9e28-5ecd-4601-a8b8-d3d84b167999
7b00c9f7-0e72-4ce1-bd7a-ad264b62e70c,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr2213.xml,ocd-bill/47bd9e28-5ecd-4601-a8b8-d3d84b167999
d05868c8-1e56-4c69-a311-0aa7fd889119,,https://congress.gov/bill/119th-congress/house-bill/2176,ocd-bill/deb4d9e0-53c6-4e6c-a1ab-75adef92e3a9
dd7e2983-94d5-46e1-8beb-55cc53c30768,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr2176.xml,ocd-bill/deb4d9e0-53c6-4e6c-a1ab-75adef92e3a9
828fb85d-6289-473d-b6ad-06f911bd3a1b,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr2196.xml,ocd-bill/26c91471-4d92-4c06-a621-acab4dcdb134
6c4cd442-0f18-4288-b3a8-ea081751ab58,,https://congress.gov/bill/119th-congress/house-bill/2237,ocd-bill/a10f9203-4c21-4d2b-810f-de96c907450c
b2544703-f7a7-48fd-9075-127729012ab8,,https://congress.gov/bill/119th-congress/house-bill/644,ocd-bill/21fbb132-368d-499d-a508-4639de0f4e02
7db9f482-4297-435b-91cb-d0931641cb16,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr644.xml,ocd-bill/21fbb132-368d-499d-a508-4639de0f4e02
61709231-bfed-4ea0-acca-6c3f8b31d618,,https://congress.gov/bill/119th-congress/house-bill/2205,ocd-bill/fadd0254-afbf-41dc-9ccc-f33486148494
f36cf1df-d9c1-4cd8-852a-a226a0700b25,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr2205.xml,ocd-bill/fadd0254-afbf-41dc-9ccc-f33486148494
38cfa40b-48f2-4809-8235-75d4441a9370,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr2237.xml,ocd-bill/a10f9203-4c21-4d2b-810f-de96c907450c
874db1da-0f82-423c-ada2-cfd5237dcdab,,https://congress.gov/bill/119th-congress/house-joint-resolution/77,ocd-bill/13c6e45c-2b8c-4b15-9a46-04ff49cbee18
c99a9d5d-1a76-4a9d-acca-2431e62af4de,,https://congress.gov/bill/119th-congress/house-bill/2172,ocd-bill/2c43a129-db12-4d43-9aec-8bfd75ff5a61
34492dc7-fe04-46da-85d9-88ef748aa521,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr2172.xml,ocd-bill/2c43a129-db12-4d43-9aec-8bfd75ff5a61
c7af31e5-c06c-40bf-b23a-b732537f7e2b,,https://congress.gov/bill/119th-congress/senate-resolution/87,ocd-bill/ecc86e60-ddf7-40f6-9c7c-057a00a44826
15cd5daa-8d63-4f09-9e9d-7d4f30e2f79c,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/sres/BILLSTATUS-119sres87.xml,ocd-bill/ecc86e60-ddf7-40f6-9c7c-057a00a44826
18b34bad-7c44-4a93-a537-f4d1df63f582,,https://congress.gov/bill/119th-congress/house-bill/2188,ocd-bill/4aa354cd-d5e4-48d3-b1a3-6a54c777dce5
57374ca3-16f2-46cd-921e-d3807909c648,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr2188.xml,ocd-bill/4aa354cd-d5e4-48d3-b1a3-6a54c777dce5
68826c04-66e4-401e-ac0b-cd02013b18a5,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hjres/BILLSTATUS-119hjres77.xml,ocd-bill/13c6e45c-2b8c-4b15-9a46-04ff49cbee18
56113597-a72c-4ea5-8c84-640ca7259966,,https://congress.gov/bill/119th-congress/house-bill/56,ocd-bill/1e8065ae-2d4e-4c5d-ac74-8cc681629499
97d1ac2f-c7f8-4961-b1c7-37582be58e8f,,https://congress.gov/bill/119th-congress/house-bill/182,ocd-bill/89306ec6-445e-4ee4-941d-f8f610c86f82
a79fadca-495f-4576-ac7b-bf42c6942c0d,,https://www.govinfo.gov/bulkdata/BILLSTATUS/119/hr/BILLSTATUS-119hr182.xml,ocd-bill/89306ec6-445e-4ee4-941d-f8f610c86f82
