id,bill_id,title,note
9309e91d-eb55-492a-ab80-3c2fbd075394,ocd-bill/61c5c33e-dac0-4a4d-b827-ed974f272b31,A bill to prioritize funding for an expanded and sustained national investment in basic science research.,
e8aa1565-b248-4aeb-bcc8-942dbea00d14,ocd-bill/e11621a9-6c5d-4fc1-bb12-693072eacbaa,"A bill to amend title 49 of the United States Code, to revise the qualifications for organization designation authorization holders, and for other purposes.",
e51e7de2-7657-4975-ac89-c6e944200e41,ocd-bill/1c963684-9256-487a-87f6-0fbe092d951b,A bill to modernize the business of selling firearms.,
b91f0cb1-2239-488c-9463-b1c99152e829,ocd-bill/c7a0eb48-ac3a-4fd0-820d-05b855469e5e,"A bill to promote United States leadership in technical standards by directing the National Institute of Standards and Technology and the Department of State to take certain actions to encourage and enable United States participation in developing standards and specifications for artificial intelligence and other critical and emerging technologies, and for other purposes.",
0bb29c84-735f-4d29-8cc3-037dc12b80aa,ocd-bill/f8d4c96a-7625-4feb-aa90-986e59ff7b10,Freedom in School Cafeterias and Lunches Act,
6feca43c-f834-421e-aa59-69cf384e216e,ocd-bill/bf8ba42d-25e2-4f17-8a43-efd0018a4138,"To require the Secretary of Homeland Security to take into custody aliens who have been charged in the United States with theft, and for other purposes.",
f8b60634-676c-4bf8-b416-255afd3f2401,ocd-bill/4f5998f7-48fa-4d3e-8419-cd024bbe9a35,"To impose sanctions with respect to the International Criminal Court engaged in any effort to investigate, arrest, detain, or prosecute any protected person of the United States and its allies.",
5737c84a-7e8a-4720-8324-8ca9087aa8ac,ocd-bill/f8d4c96a-7625-4feb-aa90-986e59ff7b10,"A bill to amend the Richard B. Russell National School Lunch Act to require schools to offer a variety of milk to students participating in the school lunch program, and for other purposes.",
cfd1469c-65b8-474c-b216-55d23a89628b,ocd-bill/07a092bb-5157-41a5-afb0-3d64e3c65eab,A bill to amend part B of the Individuals with Disabilities Education Act to provide full Federal funding of such part.,
834af212-1c4f-4860-a9a5-a59f19afce9b,ocd-bill/522cc25e-dffc-40e0-a687-08221d5a29f1,"To amend the Education Amendments of 1972 to provide that for purposes of determining compliance with title IX of such Act in athletics, sex shall be recognized based solely on a person's reproductive biology and genetics at birth.",
e295a194-83e9-43ae-bda6-d016f0444eef,ocd-bill/c1ae70fb-b332-4b56-a328-079a979e737d,"A bill to establish a competitive bidding process for the relocation of the headquarters of Executive agencies, and for other purposes.",
cfd11dc6-6ec4-4159-9980-a58edb8cbc33,ocd-bill/c1ae70fb-b332-4b56-a328-079a979e737d,Strategic Withdrawal of Agencies for Meaningful Placement Act,
d03040b2-e765-4141-a502-6490878cfbc2,ocd-bill/34bf8582-1386-4c6c-bf50-ef16d0df23e3,"A bill to require each Executive department to establish policies and collect information regarding teleworking employees of the Executive department, and for other purposes.",
c8ab9eb9-efb8-41a1-84d4-05d0a926903a,ocd-bill/34bf8582-1386-4c6c-bf50-ef16d0df23e3,Requiring Effective Management and Oversight of Teleworking Employees Act,
840936eb-4398-4aef-a053-f80c853abe95,ocd-bill/8568ca99-e649-43df-821f-f5a4960c3146,"Decentralizing and Reorganizing Agency Infrastructure Nation-wide To Harness Efficient Services, Workforce Administration, and Management Practices Act",
becdc7e9-f184-4b5d-832a-6ce87b585b43,ocd-bill/8568ca99-e649-43df-821f-f5a4960c3146,"A bill to require the head of each Executive agency to relocate 30 percent of the employees assigned to the headquarters of the Executive agency to duty stations outside the Washington metropolitan area, and for other purposes.",
6258ea2e-999b-4dde-ac41-c09712256190,ocd-bill/040b1258-714a-472e-ba97-eb1f50f21760,"A bill to amend the Energy Policy and Conservation Act to prohibit the export or sale of petroleum products from the Strategic Petroleum Reserve to certain entities, and for other purposes.",
d601bb02-366d-4b6d-be00-23f7f0e709e1,ocd-bill/874f7830-39b3-4df4-967d-37d555fe29b5,A bill to require covered digital advertising platforms to report their public service advertisements.,
f57ab271-603f-49b2-8360-51feda60ed58,ocd-bill/c1fefc03-95c8-42eb-995b-575416bb49d0,Tim Hart Wildland Firefighter Classification and Pay Parity Act,
aabd00bf-5454-49fe-baec-801467a5d3e8,ocd-bill/ecbbc90b-ec23-4968-b61d-bd08d74e9ea9,"A bill to amend the Public Health Service Act to ensure the consensual donation and respectful disposition of human bodies and human body parts donated or transferred for education, research, or the advancement of medical, dental, or mortuary science and not for use in human transplantation, and for other purposes.",
53b39f70-3e76-4d3e-9541-3226467834c2,ocd-bill/c1fefc03-95c8-42eb-995b-575416bb49d0,"To reform and enhance the pay and benefits of Federal wildland firefighters, and for other purposes.",
876c729a-faf0-487f-a4cf-fcbe06a91d9a,ocd-bill/74ca3f40-01f5-450e-8346-7431ab38c036,"To extend the supplemental security income program to Guam, and for other purposes.",
e1fab1b7-a634-4ded-a91a-4b937ba52347,ocd-bill/26ee1185-c8ea-42c7-849f-63575104d35b,"A bill to amend the Agricultural Trade Act of 1978 to preserve foreign markets for goods using common names, and for other purposes.",
09de2f6c-a02e-4468-ab3f-94df999cced5,ocd-bill/f4c59719-573d-4214-b789-4641c405182d,"To amend title 18, United States Code, to require the Attorney General to investigate alleged violations of the partial birth abortion ban.",
23974a8d-09ef-49e4-9380-3d06047420b0,ocd-bill/26ee1185-c8ea-42c7-849f-63575104d35b,Safeguarding American Food and Export Trade Yields Act of 2025,
d39e42b0-ce5f-4c00-ae91-e75f2c619315,ocd-bill/b8062985-79de-450b-a6e6-9c1e13a44c47,To amend the Omnibus Consolidated Rescissions and Appropriations Act of 1996 to remove the limit on the number of public housing agencies the Secretary of Housing and Urban Development may add to the moving to work demonstration program.,
4f23ba2d-0f72-438e-81b9-f6e22429fcaa,ocd-bill/f484951f-b854-48da-8a60-e18658c1b2ab,"To amend title 35, United States Code, to prevent double patenting, and for other purposes.",
b47c830d-171e-447a-aa8a-c38251ba174b,ocd-bill/15e7eae4-97f3-47df-a93b-954c16787973,A bill to establish a Youth Mental Health Research Initiative in the National Institutes of Health for purposes of encouraging collaborative research to improve youth mental health.,
5d603f2f-537d-45e9-9c64-4c9b61f84446,ocd-bill/31cb53ba-64b4-4308-8e25-900cb7407a8a,"A bill to amend the Small Business Act to increase the minimum disaster loan amount for which the Small Business Administration may require collateral, and for other purposes.",
7c8da4d6-4bff-4e27-aab1-c0e2a951fcdf,ocd-bill/9514fd15-1d8c-4a14-a707-52ca6e2c1f45,"To require the Under Secretary of the Science and Technology Directorate of the Department of Homeland Security to develop a Department-wide policy and process to safeguard research and development from unauthorized access to or disclosure of sensitive information in research and development acquisitions, and for other purposes.",
18b9145d-913e-45f2-9c24-fb3f734ef92a,ocd-bill/467b48e8-1145-487d-ba72-66e2fab5a291,A bill to clarify the rights of certain persons who are held or detained at a port of entry or at any facility overseen by U.S. Customs and Border Protection.,
3b6c1cb3-001f-4b1b-abbe-ac6636cee5e1,ocd-bill/65082e82-df48-420f-b139-443325ee91c6,"To direct the Secretary of Housing and Urban Development and the Administrator of the General Services Administration to establish programs for the development of affordable housing, and for other purposes.",
d8f0bb72-e3bc-42a9-975c-11a233b11b33,ocd-bill/79d9e6bb-2181-4974-9ba6-dd199c91c8f6,To amend title XVIII of the Social Security Act to increase support for physicians and other practitioners in adjusting to Medicare payment changes.,
64f6fbb8-b1bb-40b1-b288-26ff42646dad,ocd-bill/55fed56c-403f-4603-9f1c-0679022e5141,Retiring the Egregious Confusion Over the Genuine Name of Israel’s Zone of Influence by Necessitating Government-use of Judea and Samaria Act,
a84a231d-5233-47b1-9b05-5303ee01bac0,ocd-bill/64132b9b-fdb2-4e7d-b1f5-41cd1d38cdc0,"A bill to require the Secretary of Homeland Security to take into custody aliens who have been charged in the United States with theft, and for other purposes.",
6393d20b-2896-47b0-b8fb-ee3526ea9cb0,ocd-bill/77e4e135-f8bb-4258-8c53-45e321f7b513,To require the disclosure of a camera or recording capability in certain internet-connected devices.,
d2490a55-49dd-47bd-839b-7c28a1d20213,ocd-bill/4dd651d5-d6fd-4ff1-a812-72247519ba91,To clarify the Federal Government's jurisdiction over immigration law and policy.,
c5100244-7f09-4ca3-882a-027143b16c04,ocd-bill/8c40c557-b750-4729-aa20-3189d44098a8,"To amend the Internal Revenue Code of 1986 to provide a credit for working families housing development, and for other purposes.",
ff5da5f4-d4d6-41a1-aad4-616d2e4b240d,ocd-bill/f0a90803-1924-47f6-b2a2-952495bcfb14,"A bill to require Executive agencies to limit the use of special Government employees to 130 days, to require the maintenance of a public database of certain special Government employees, to require the release of financial disclosures filed by certain special Government employees, and for other purposes.",
47950080-0e6a-4f4d-9d2f-b1bdc6e34184,ocd-bill/094e09ee-0563-4442-a6a1-ffe3d818292e,To amend the Immigration and Nationality Act to modify the eligibility requirements for asylum.,
3498c444-2224-46b8-87d3-2ef7cb5d5d64,ocd-bill/094e09ee-0563-4442-a6a1-ffe3d818292e,Refugees Using Legal Entry Safely Act,
a7933898-d17e-4d7b-a1c6-5ca27b80bf19,ocd-bill/47f14ede-9033-405b-bfc5-57ef37f91a77,Amending the Rules of the House of Representatives to establish the Committee on the Elimination of Nonessential Federal Programs.,
7be09fbf-34e9-463d-935e-d2bc7560268b,ocd-bill/55fed56c-403f-4603-9f1c-0679022e5141,"A bill to prohibit the use of materials that use the term ""West Bank"", and for other purposes.",
c45e041e-7785-4ec7-9d93-fa69866df406,ocd-bill/d82b0e5e-3130-46f0-b820-69be5bacd80b,"To prohibit the Administrator of the Small Business Administration from garnishing social security benefits with respect to certain named individuals of covered loans who are victims of identity theft, and for other purposes.",
6bc0b242-707b-433e-a812-e1125cfed175,ocd-bill/74f33a69-d3e0-4604-82dc-d4ef8ad95319,"A bill to amend the Internal Revenue Code of 1986 to enhance the paid family and medical leave credit, and for other purposes.",
46091dfc-a10e-41e2-8bed-be1f6fa718bd,ocd-bill/0553e7de-8b46-4f56-b6ac-86fb07a9af29,A bill to provide Federal-local community partnership construction funding to local educational agencies eligible to receive payments under the Impact Aid program.,
8a0e0aff-19ba-49eb-9456-5bc6a79f7a22,ocd-bill/05ef2c1c-bc8c-4cba-906b-c4792a29b59c,A bill to transfer and limit Executive Branch authority to suspend or restrict the entry of a class of aliens.,
499c76cf-172f-413e-bdec-b43c7e88ce1c,ocd-bill/af236fa6-857c-4c45-ab35-8ceb503c0084,"A bill to prohibit the distribution of materially deceptive AI-generated audio or visual media relating to candidates for Federal office, and for other purposes.",
671e94b5-d1fd-41b7-8e80-8a23346ed93e,ocd-bill/119a06dc-4f5d-4000-a5ac-423d87d3e14a,Defending Education Transparency and Ending Rogue Regimes Engaging in Nefarious Transactions Act,
600c38a1-da4e-4df0-8b2d-81eb9495e575,ocd-bill/512c9828-5753-41e6-8d22-a06272541bcb,"To prohibit the hiring of individuals who are not citizens of the United States to administer an election for Federal office in a State or local jurisdiction, and for other purposes.",
a8ae7d7b-f973-4613-a90d-9a4604c23a88,ocd-bill/3bd57d63-ab4a-4f57-92f1-7dc8a6ab5bbf,To amend the Anti-Boycott Act of 2018 to apply the provisions of that Act to international governmental organizations.,
64edb373-4ae0-41cc-bd6f-387e1748da99,ocd-bill/05ef2c1c-bc8c-4cba-906b-c4792a29b59c,National Origin-Based Antidiscrimination for Nonimmigrants Act,
67fb3f75-1a70-4a47-896b-c23adc566159,ocd-bill/68a01d05-9f40-4d9b-99e7-c60f0d2f5829,"To require covered contractors implement a vulnerability disclosure policy consistent with NIST guidelines, and for other purposes.",
34d5f6fc-d508-460d-8db3-d84169497fb6,ocd-bill/63ff4f6c-381a-4d41-a350-87f058f67431,To reauthorize the Congressional Award Act.,
4639caf6-b42f-4dfb-b4de-de15ec4538dd,ocd-bill/b7323f2c-9b08-44bf-b8c6-acd9e42ae429,"To establish a national human trafficking database at the Office for Victims of Crime of the Department of Justice, and to incentivize certain State agencies to report data to the database.",
a6e255d9-8382-4300-8d73-8fb95e80cff1,ocd-bill/ab566369-5b70-42de-b4e2-040e6c7a7589,To require full funding of part A of title I of the Elementary and Secondary Education Act of 1965 and the Individuals with Disabilities Education Act.,
ecac71db-3ff1-49a4-bc15-5ffa5c6c3856,ocd-bill/ab566369-5b70-42de-b4e2-040e6c7a7589,Keep Our Promise to America’s Children and Teachers Act,
4c998d04-ea96-4827-92f1-14705a8d1d02,ocd-bill/3577abc0-2161-4f38-83be-77090867b3bd,Fort Belknap Indian Community Water Rights Settlement Act of 2025,
b6464ae6-e36b-4603-89e0-a213d009bd9a,ocd-bill/3577abc0-2161-4f38-83be-77090867b3bd,"To provide for the settlement of the water rights claims of the Fort Belknap Indian Community, and for other purposes.",
c7753fbe-9730-4731-b803-00146f53279c,ocd-bill/119a06dc-4f5d-4000-a5ac-423d87d3e14a,"A bill to amend the Higher Education Act of 1965 to strengthen disclosure requirements relating to foreign gifts and contracts, to prohibit contracts between institutions of higher education and certain foreign entities and countries of concern, and for other purposes.",
3427e678-3a17-4b79-a91c-e9e33a07b61e,ocd-bill/a3e648e0-272a-41aa-87a7-864d38e01d7f,"A bill to repeal an executive order relating to Federal elections, and for other purposes.",
175b07b7-111c-490e-8e37-26d8fdc97a13,ocd-bill/f0035553-6c50-4382-84d1-0cf7934bbde6,"A bill to establish the Cesar E. Chavez and the Farmworker Movement National Historical Park in the States of California and Arizona, and for other purposes.",
aefae2e7-b141-4035-9d31-f66118020e8c,ocd-bill/a00da7f4-cb72-4812-bbcd-cd4eb45744dd,Bureau Of Prisons Security Check and Action against Narcotics in Mail Act,
575168e0-8ce4-45cd-90e6-092031c8fc1a,ocd-bill/a00da7f4-cb72-4812-bbcd-cd4eb45744dd,A bill to require the Director of the Bureau of Prisons to develop and implement a strategy to interdict fentanyl and other synthetic drugs in the mail at Federal correctional facilities.,
f93b1048-a400-4f5a-9caa-346f1c0e54a8,ocd-bill/862827cc-9a87-47a7-ac28-1f628679e28f,A bill to amend the Farm Credit Act of 1971 to support the commercial fishing industry.,
ee702d99-cd91-4737-bcce-f074f3228444,ocd-bill/d23f1af5-6935-44c5-b3cf-a1b8280a7543,A bill to prohibit the export of liquified natural gas and petroleum products to certain countries.,
4207495c-00e5-4598-94cc-a4c67f204c49,ocd-bill/7c51eac2-a212-4cb9-84b9-aeedd4155829,To establish the Office of the Special Inspector General for Unlawful Discrimination in Higher Education within the Department of Education.,
cf7a8bfc-b611-48de-a9a8-1cea58c00800,ocd-bill/593c481d-9ef7-410f-8635-ba7ca679b988,"To develop pilot grant programs through the Environmental Protection Agency to research and collect data on aircraft and airport noise and emissions and to use such information and data to develop a mitigation strategy, and for other purposes.",
08f65691-3f97-499d-a69f-4cf30011414f,ocd-bill/988d627a-273a-4257-95bc-2b8cd9bd3274,Stop Antiabortion Disinformation Act,
9fc62412-ab9b-4239-b591-debab3de5874,ocd-bill/988d627a-273a-4257-95bc-2b8cd9bd3274,"To prohibit disinformation in the advertising of abortion services, and for other purposes.",
ec159c89-35bb-4006-9b0f-45a9bcdb7171,ocd-bill/51543cb2-206d-4314-a58e-27d8b0adcbfe,"To address sexual harassment and sexual assault of Bureau of Prisons staff in prisons, and for other purposes.",
721999ec-44d4-419e-b661-10a9a8e93374,ocd-bill/c03030d2-7214-46d0-9bec-2fc1bcc8dcc3,"To amend title 38, United States Code, to expand the authority of the Secretary of Veterans Affairs to provide or assist in providing a vehicle adapted for operation by a disabled individual to certain eligible persons, by paying expenses associated with the delivery of such vehicle, and for other purposes.",
01083238-837b-4fd9-b4f6-035c70b9812b,ocd-bill/ca4d9822-e4c8-47a5-b6c6-967fc5d9132b,"To direct the Director of the United States Geological Survey to establish a program to map zones that are at greater risk of sinkhole formation, and for other purposes.",
c8beb449-10aa-471d-98bb-15f85c07a2f6,ocd-bill/7de3ad99-47ef-46ce-8009-40df71de5acf,Removing Our Unsecure Technologies to Ensure Reliability and Security Act,
09bceb15-c090-4f99-b951-aa46fad20b90,ocd-bill/dcae374f-d6f7-422b-bbc6-b9bf1a60bdac,"To amend the Sloan Canyon National Conservation Area Act to adjust the boundary of the Sloan Canyon National Conservation Area, and for other purposes.",
f4d05478-8201-46cc-b55c-7e559d78fc99,ocd-bill/194061d3-1c16-4687-8fe0-ce757b5da743,"A bill to amend the Healthy Forests Restoration Act of 2003 to expedite wildfire prevention projects to reduce the risk of wildfire on certain high-risk Federal land, and for other purposes.",
efc4e603-297d-4955-b9fc-37610e48af85,ocd-bill/7de3ad99-47ef-46ce-8009-40df71de5acf,"To direct the Secretary of Commerce, acting through the Assistant Secretary of Commerce for Communications and Information, to conduct a study of the national security risks posed by consumer routers, modems, and devices that combine a modem and router, and for other purposes.",
f4024913-1552-4624-91df-b245ea231662,ocd-bill/7f6318da-89e2-400c-bbda-86256d873fc9,"To amend the Communications Act of 1934 to direct the Federal Communications Commission to promulgate regulations with respect to rebates for certain video programming blackouts, and for other purposes.",
2be23cc5-243b-4fd6-a76c-5d6a7072b127,ocd-bill/a6358b7f-9c35-4273-a3c0-a2d397440115,"To direct the Secretary of Education to award grants to State educational agencies for the purpose of implementing, administering, and evaluating programs that provide tutoring to students in elementary and secondary schools, and for other purposes.",
f80de9b4-e443-410b-ab77-9b871a69ae85,ocd-bill/735888f3-9c53-476d-9ef8-dd7e6ac0c6f7,"To reduce commuting burdens on Transportation Security Administration employees, and for other purposes.",
28950b0a-b7b2-4c84-8241-791842505378,ocd-bill/3b99af39-8c13-4e4d-bb1f-df2c8ac50426,"To establish Department of Homeland Security funding restrictions on institutions of higher education that have a relationship with Confucius Institutes, and for other purposes.",
590f4d54-831e-4c59-b0d7-7a85e47c520e,ocd-bill/2004a6ee-3387-4c23-9e5f-161916b03d31,"To require the heads of certain agencies to disclose information about loans insured and guaranteed by such agencies, and for other purposes.",
17faebff-6e7b-4ea0-8fef-f9e2bcc4ba65,ocd-bill/ae757504-1f09-45ec-a3a4-d6912b81566a,"To provide for an online repository for certain reporting requirements for recipients of Federal disaster assistance, and for other purposes.",
01168706-e63d-4f3f-b0a1-5f57ce67ec76,ocd-bill/8528bb55-6a89-4cd4-807e-d8bd14564043,"To amend the Disaster Recovery Reform Act of 2018 to develop a study regarding streamlining and consolidating information collection and preliminary damage assessments, and for other purposes.",
254d0184-ae78-493c-9913-c87956a157cb,ocd-bill/97eae76d-4cf6-4ec0-8d73-4c5152aac664,United States-Taiwan Expedited Double-Tax Relief Act,
3b47f88a-3cc6-4ddc-b87a-888fe539c9d2,ocd-bill/97eae76d-4cf6-4ec0-8d73-4c5152aac664,United States-Taiwan Tax Agreement Authorization Act,
cf4949f6-c098-4b8c-af0e-5899fd60c0ea,ocd-bill/289d35b2-bfed-4932-99b1-8955742819d5,"To provide that the Federal Reports Elimination and Sunset Act of 1995 does not apply to certain reports required to be submitted by the Tennessee Valley Authority, and for other purposes.",
d78ba467-72d2-48be-b45b-790bef5f0758,ocd-bill/806b4919-7500-41e5-a893-fecfbe3b4078,"To amend title 49, United States Code, to require Amtrak to include information on base pay and bonus compensation of certain Amtrak executives, and for other purposes.",
34f1d286-856d-4e17-8594-68b9658464e5,ocd-bill/d5358e61-5642-4057-9a04-c52b7cd56df2,Promoting Opportunities to Widen Electrical Resilience Act of 2025,
e81c2f12-b187-4922-bc05-2a3132c8056f,ocd-bill/d5358e61-5642-4057-9a04-c52b7cd56df2,"To amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to authorize Federal agencies to provide certain essential assistance for hazard mitigation for electric utilities, and for other purposes.",
02bdfc4b-b744-41b4-87cd-e09ce7974a65,ocd-bill/76ca2327-0931-433b-970f-3c91754c11eb,"To amend title 40, United States Code, to eliminate the leasing authority of the Securities and Exchange Commission, and for other purposes.",
f6258f21-2ba0-4dfc-9cc5-5711c5d151d2,ocd-bill/49ee3d7a-e569-4c82-abb1-7b2497fec59d,To amend the Immigration and Nationality Act to provide that aliens who have been convicted of or who have committed sex offenses or domestic violence are inadmissible and deportable.,
3dd07b47-bdc9-4491-b623-61ee0da73d7a,ocd-bill/eae09bce-6178-4b09-84b1-ab19a1552355,Amending the Rules of the House of Representatives to prohibit the consideration of a concurrent resolution to provide for a recess of the House after July 31 of any year unless the House has approved each regular appropriation bill for the next fiscal year.,
05c8406c-caa3-4570-8562-91f2962171e5,ocd-bill/98314f72-5e20-4344-86c5-41c060461aec,"Establishing the Joint Ad Hoc Committee on Trade Responsibilities to develop a plan under which the functions and responsibilities of the Office of the United States Trade Representative shall be moved to the legislative branch in accordance with article I, section 8 of the Constitution of the United States, and for other purposes.",
f41378d8-3f9d-4a26-ba42-065f474103e8,ocd-bill/202afe24-dc45-4191-86f2-eaf994745f42,Authorizing and directing certain authorizing committees to review laws within their jurisdiction and submit to the Committee on Oversight and Government Reform changes in such laws necessary to eliminate excessive Executive Branch discretion in the application of those laws.,
9adae240-e466-4b62-80e6-3ebd757b4123,ocd-bill/8f3a0cdd-c6f0-4ff2-a2ee-6055b7e8947e,House Endeavor to Accelerate a Legislative Transformation of Healthcare Act,
9b3bf250-6d6e-480e-bd0e-2babe09dded4,ocd-bill/8f3a0cdd-c6f0-4ff2-a2ee-6055b7e8947e,Amending the Rules of the House of Representatives to establish a Committee on Health as a standing committee of the House.,
eab99086-2ab4-47f6-a9c0-1467bf041e3e,ocd-bill/a57106fb-1235-47bf-88a5-711bb6823eac,"To require the Federal Aviation Administration to provide funding for noise mitigation, and for other purposes.",
fef8a79a-1c4a-4cde-9286-3d2e6ea4a707,ocd-bill/2bad3b56-e108-4d55-a997-84352e3487ec,"To direct the Comptroller General of the United States to conduct a study on grocery costs to United States consumers, and for other purposes.",
b79f047d-cb19-4e33-a38c-e9912551dbc8,ocd-bill/999cf412-b7a6-46a8-a880-17423c074d87,To amend title XVIII of the Social Security Act to make improvements to the redistribution of residency slots under the Medicare program after a hospital closes.,
b9defec9-5b11-42ad-8c75-ac9d3cb46a54,ocd-bill/30aa7e1a-1569-4da9-b95d-3f524a5d6004,"To require the evaluation of Federal agencies and programs for duplicative, wasteful, or outdated functions, and to recommend the elimination or realignment of such functions, and for other purposes.",
a27b4160-5f00-4492-a015-9e8b08a4f112,ocd-bill/30aa7e1a-1569-4da9-b95d-3f524a5d6004,Government Office Realignment And Closure Act of 2025,
58932c87-1d2b-4158-ad8a-823d05e697e0,ocd-bill/aa107904-4035-4778-b8b7-54e2eac4d300,"To require the Secretary of Homeland Security to provide candidates with a justification for candidate protection determinations, to require Senate confirmation of the Director of the United States Secret Service, and for other purposes.",
34bd806d-172c-4485-9a01-46b0f5e31275,ocd-bill/aa107904-4035-4778-b8b7-54e2eac4d300,Countering Subversion and Negligence in Protecting Election Runners Act,
a82de950-cb76-4d82-8b9d-22f82a0fb872,ocd-bill/40fd86c5-618a-4e1d-a25a-6451ccd647a2,"To direct the Secretary of State to submit to Congress a report on the designation of the Gulf Cartel, the Cartel Del Noreste, the Cartel de Sinaloa, and the Cartel de Jalisco Nueva Generacion as foreign terrorist organizations, and for other purposes.",
94bc826f-62ad-45d2-b17e-513d8caa0be1,ocd-bill/e03b2d7f-f5c0-4d3b-87db-dc59ae39fdd3,Instructing Noteworthy Steps toward Transparency to Rout and Undo Calamitous Transactions Act of 2025,
d878ff37-3d56-4750-be10-d33e08bc2588,ocd-bill/e03b2d7f-f5c0-4d3b-87db-dc59ae39fdd3,To amend the Higher Education Act of 1965 to require additional information in disclosures of foreign gifts and contracts from foreign sources.,
35b06dad-4cca-4128-b397-e2ecebef71f1,ocd-bill/69f8b0a6-e91e-4266-bbe6-a832d418763f,"To amend the Nuclear Waste Policy Act of 1982 to prioritize the acceptance of high-level radioactive waste or spent nuclear fuel from certain civilian nuclear power reactors, and for other purposes.",
e3335c2c-c942-4056-94fc-e7a17a629f49,ocd-bill/2d023694-563f-4979-b133-7f13c80f2e3a,A bill to make certain modifications to the repayment for the Arkansas Valley Conduit in the State of Colorado.,
25eb7836-c150-44b3-a3d8-0da9d87ce2e8,ocd-bill/55b84f70-8b83-4d68-aa40-c3d74c1451a3,"A bill to establish a grant program to address the crisis in accessing affordable housing and child care through the co-location of housing and child care, and for other purposes.",
22dbd361-82b1-466b-886d-4962e0471a5c,ocd-bill/7366e9b4-31a4-4d00-be42-0749bd7d2bd5,"A bill to authorize small business loans to finance access to modern business software, and for other purposes.",
c0b82874-58a6-4236-bf8d-440456953cae,ocd-bill/2a094bd8-cd68-4bd0-85e6-0e851c0b7b40,"A bill to address sexual harassment and sexual assault of Bureau of Prisons staff in prisons, and for other purposes.",
d93216ea-a0e8-405c-bf9d-f0a17ad37f72,ocd-bill/96fe126a-a079-4d90-8292-eef628dd7616,"A bill to amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to provide assistance for common interest communities, condominiums, and housing cooperatives damaged by a major disaster, and for other purposes.",
444ffc2e-6944-48be-87cb-d0e582789fe8,ocd-bill/5a665ba7-e139-43e9-b2f9-ea92319b91df,Academic Partnerships Lead Us to Success Act,
